emp_no,title,salary
239653,Senior Staff,53138
239654,Senior Engineer,48077
239661,Senior Engineer,40000
239671,Senior Staff,63547
239674,Senior Engineer,61694
239685,Engineer,41550
239689,Staff,61273
239695,Senior Engineer,70005
239700,Senior Engineer,40000
239704,Engineer,60246
239711,Senior Engineer,51399
239713,Engineer,59241
239718,Senior Staff,79853
239720,Senior Engineer,56228
239721,Senior Staff,40000
239722,Senior Engineer,40000
239724,Senior Staff,55859
239729,Senior Staff,84211
239731,Senior Staff,40000
239735,Senior Staff,40000
239736,Staff,40000
239738,Senior Staff,40000
239745,Senior Staff,40000
239749,Engineer,44938
239750,Senior Engineer,61919
239752,Engineer,65989
239755,Assistant Engineer,49735
239756,Engineer,40000
239760,Senior Staff,92542
239762,Senior Engineer,65637
239771,Senior Staff,91053
239779,Senior Engineer,40874
239780,Senior Engineer,40000
239782,Senior Staff,66165
239785,Senior Engineer,40000
239789,Senior Engineer,55441
239790,Staff,78375
239798,Senior Staff,89892
239799,Senior Staff,75863
239802,Senior Staff,48731
239806,Senior Staff,89284
239808,Senior Engineer,40000
239809,Senior Engineer,52604
239812,Senior Engineer,40000
239818,Senior Staff,68232
239821,Assistant Engineer,58658
239823,Staff,40000
239831,Senior Staff,63703
239832,Senior Staff,61302
239836,Engineer,47017
239837,Staff,55106
239844,Senior Engineer,40000
239846,Senior Engineer,40000
239847,Senior Staff,57488
239853,Staff,52352
239854,Engineer,69109
239857,Engineer,40000
239866,Senior Staff,40000
239871,Senior Staff,58777
239872,Senior Staff,90502
239873,Senior Engineer,47475
239887,Senior Staff,68433
239892,Senior Staff,51323
239894,Senior Staff,84167
239896,Senior Staff,81360
239901,Senior Engineer,40000
239904,Senior Engineer,42585
239910,Senior Engineer,48198
239912,Senior Staff,63804
239917,Senior Engineer,40000
239919,Senior Staff,40000
239921,Senior Staff,56241
239922,Senior Staff,46861
239923,Engineer,40000
239924,Senior Staff,51197
239925,Staff,40000
239927,Senior Staff,74609
239929,Engineer,40000
239931,Senior Engineer,42478
239936,Engineer,59032
239939,Technique Leader,65164
239944,Senior Staff,80002
239948,Senior Engineer,40000
239955,Senior Staff,56387
239959,Senior Staff,82536
239965,Engineer,61312
239971,Senior Staff,84737
239972,Senior Engineer,56550
239976,Senior Staff,40000
239978,Assistant Engineer,40000
239979,Senior Staff,54720
239983,Technique Leader,41515
239988,Senior Staff,40000
239989,Senior Staff,40000
239995,Senior Engineer,40000
240004,Staff,79703
240005,Senior Staff,80044
240014,Senior Engineer,40000
240019,Senior Engineer,45769
240040,Senior Engineer,42179
240052,Senior Engineer,60465
240055,Senior Engineer,57982
240060,Senior Staff,56785
240061,Engineer,41947
240062,Senior Engineer,67436
240064,Engineer,46925
240072,Technique Leader,40000
240083,Senior Engineer,40726
240086,Technique Leader,61367
240094,Senior Staff,68034
240097,Senior Engineer,46014
240099,Senior Staff,43251
240106,Staff,40000
240107,Senior Engineer,40000
240112,Senior Staff,41670
240122,Senior Staff,40000
240129,Technique Leader,43548
240134,Senior Staff,56591
240135,Senior Engineer,41527
240137,Engineer,40000
240140,Senior Staff,40000
240141,Senior Engineer,73338
240143,Senior Staff,68828
240146,Senior Engineer,40000
240155,Senior Engineer,51809
240156,Engineer,45301
240160,Senior Engineer,43851
240163,Senior Engineer,46598
240168,Senior Staff,56677
240181,Senior Staff,64332
240189,Staff,81347
240191,Senior Staff,40000
240196,Senior Staff,65414
240198,Senior Staff,77443
240204,Senior Engineer,40000
240206,Engineer,40000
240208,Senior Engineer,71173
240212,Staff,64079
240217,Senior Staff,73188
240218,Senior Staff,40138
240228,Senior Staff,62552
240240,Senior Staff,44057
240241,Senior Engineer,56169
240248,Senior Engineer,60741
240258,Senior Staff,68045
240260,Senior Staff,55067
240268,Technique Leader,40000
240269,Senior Staff,66897
240287,Senior Engineer,40426
240289,Senior Engineer,53173
240292,Senior Staff,40000
240298,Engineer,40482
240301,Staff,40000
240305,Senior Engineer,79765
240308,Senior Staff,40000
240309,Engineer,46108
240313,Senior Engineer,48287
240321,Senior Staff,42746
240322,Staff,51680
240325,Senior Engineer,56121
240330,Engineer,58490
240332,Staff,56788
240339,Staff,47434
240341,Senior Staff,40000
240342,Senior Engineer,40000
240344,Senior Engineer,40000
240346,Senior Staff,44723
240348,Senior Engineer,40000
240352,Senior Engineer,40000
240356,Senior Staff,40000
240360,Senior Staff,66575
240364,Senior Staff,52738
240367,Senior Engineer,74917
240371,Senior Engineer,42501
240378,Technique Leader,46466
240382,Senior Staff,40000
240397,Staff,40000
240398,Senior Engineer,42636
240400,Senior Engineer,55583
240404,Staff,40000
240407,Senior Staff,43917
240414,Senior Staff,40000
240418,Technique Leader,40000
240434,Technique Leader,40000
240441,Senior Staff,62999
240449,Staff,46751
240462,Senior Engineer,40000
240465,Engineer,40000
240469,Staff,89534
240473,Technique Leader,55751
240475,Senior Engineer,46379
240477,Engineer,40000
240483,Senior Engineer,48723
240485,Staff,43017
240490,Engineer,62568
240499,Senior Staff,48189
240506,Senior Engineer,41761
240508,Senior Engineer,48450
240510,Senior Staff,40000
240518,Senior Engineer,40000
240527,Senior Engineer,52533
240530,Senior Engineer,69301
240534,Senior Engineer,42896
240540,Engineer,88079
240549,Engineer,68857
240557,Senior Staff,52955
240559,Senior Staff,74315
240561,Engineer,48001
240569,Staff,66193
240574,Engineer,40000
240575,Senior Engineer,58976
240586,Staff,40000
240587,Senior Staff,74060
240589,Staff,67089
240592,Senior Engineer,40000
240594,Senior Staff,60612
240609,Senior Engineer,40000
240624,Senior Engineer,40000
240629,Technique Leader,40000
240631,Senior Engineer,52612
240635,Senior Staff,68328
240637,Senior Staff,40000
240639,Senior Staff,102549
240644,Senior Engineer,43541
240646,Assistant Engineer,46313
240648,Senior Staff,42667
240663,Technique Leader,40000
240666,Senior Staff,40000
240669,Senior Engineer,76460
240675,Senior Staff,43072
240677,Staff,72300
240678,Senior Staff,55414
240679,Senior Engineer,40000
240684,Staff,43169
240685,Staff,40000
240690,Technique Leader,53586
240693,Senior Engineer,40000
240694,Senior Engineer,40000
240695,Senior Staff,71382
240696,Senior Staff,60385
240697,Senior Engineer,47858
240701,Senior Staff,67421
240705,Senior Staff,64915
240706,Engineer,56412
240711,Senior Engineer,48524
240712,Senior Engineer,40000
240715,Senior Staff,52326
240721,Senior Engineer,54805
240722,Senior Engineer,40000
240724,Senior Engineer,47019
240727,Senior Engineer,40000
240730,Engineer,71622
240731,Senior Engineer,40000
240736,Senior Engineer,40000
240740,Senior Engineer,51954
240744,Senior Staff,88767
240749,Engineer,60585
240750,Engineer,76789
240751,Senior Engineer,61129
240759,Senior Engineer,52005
240762,Senior Staff,40000
240770,Senior Engineer,47878
240773,Senior Staff,40000
240779,Senior Engineer,50270
240787,Senior Engineer,62850
240791,Engineer,40000
240793,Senior Engineer,64428
240795,Technique Leader,64805
240798,Senior Staff,47341
240807,Engineer,41803
240811,Technique Leader,47144
240814,Senior Staff,87448
240819,Senior Staff,52921
240821,Senior Staff,40000
240826,Senior Staff,87407
240834,Engineer,40000
240845,Engineer,40000
240849,Senior Staff,40000
240855,Senior Staff,45263
240857,Senior Engineer,49113
240860,Staff,69684
240862,Senior Engineer,41426
240869,Senior Staff,82152
240871,Technique Leader,47586
240878,Senior Staff,84443
240880,Engineer,40000
240884,Technique Leader,45708
240891,Senior Engineer,42502
240892,Senior Staff,60823
240910,Senior Engineer,40000
240916,Staff,63024
240919,Senior Staff,68764
240920,Technique Leader,40000
240927,Senior Engineer,47712
240928,Senior Staff,67852
240936,Senior Engineer,51120
240939,Staff,85881
240947,Engineer,40000
240950,Senior Engineer,40000
240951,Technique Leader,52237
240960,Staff,82042
240964,Senior Engineer,56595
240965,Senior Engineer,48168
240972,Senior Engineer,62484
240973,Senior Engineer,65385
240976,Assistant Engineer,46709
240977,Staff,56067
240980,Senior Staff,40000
240982,Engineer,40000
240988,Senior Engineer,52688
240995,Senior Engineer,43025
240996,Staff,63669
241007,Senior Staff,51392
241008,Senior Engineer,60562
241011,Senior Engineer,40000
241016,Senior Staff,40000
241018,Engineer,51230
241021,Senior Engineer,41905
241030,Staff,40682
241035,Senior Engineer,40000
241040,Senior Staff,40000
241041,Senior Staff,40000
241067,Technique Leader,45905
241071,Senior Staff,77183
241076,Senior Engineer,72654
241078,Senior Staff,48146
241085,Senior Engineer,44077
241086,Staff,40000
241093,Senior Staff,40000
241099,Senior Staff,52076
241109,Engineer,40015
241116,Senior Engineer,40000
241123,Staff,64480
241126,Assistant Engineer,87358
241130,Senior Staff,57039
241135,Senior Staff,49032
241138,Senior Staff,57906
241139,Engineer,40000
241142,Engineer,68856
241145,Senior Staff,55895
241149,Senior Engineer,40000
241150,Senior Staff,75390
241153,Senior Engineer,40000
241155,Senior Engineer,40000
241161,Engineer,54777
241167,Staff,70786
241169,Senior Engineer,73891
241182,Senior Staff,45799
241196,Engineer,47628
241204,Senior Engineer,40000
241208,Senior Staff,81793
241209,Senior Engineer,40000
241215,Staff,40000
241216,Senior Staff,40000
241218,Senior Staff,40000
241223,Senior Engineer,44981
241226,Senior Staff,40000
241252,Staff,40000
241253,Technique Leader,40000
241258,Senior Engineer,55243
241260,Senior Engineer,40000
241274,Technique Leader,49262
241301,Senior Engineer,52502
241303,Senior Staff,77199
241306,Senior Engineer,54982
241311,Senior Engineer,51281
241313,Senior Staff,72718
241319,Senior Engineer,47994
241320,Engineer,50151
241321,Senior Engineer,45157
241328,Engineer,40000
241330,Senior Engineer,51531
241334,Engineer,40307
241352,Senior Staff,44866
241354,Senior Staff,47102
241355,Senior Staff,46399
241360,Senior Engineer,44124
241363,Senior Staff,47833
241365,Senior Staff,67362
241368,Senior Staff,44039
241375,Senior Engineer,40000
241379,Staff,84899
241380,Senior Engineer,49345
241389,Senior Engineer,51306
241399,Senior Staff,43798
241408,Senior Staff,40000
241411,Staff,81065
241427,Senior Engineer,40000
241443,Senior Engineer,40000
241446,Engineer,40295
241447,Senior Staff,50001
241448,Engineer,40000
241454,Staff,61170
241456,Senior Engineer,40000
241458,Senior Engineer,57716
241463,Technique Leader,40000
241470,Staff,84353
241472,Technique Leader,40000
241476,Staff,46213
241479,Technique Leader,47425
241480,Engineer,40000
241481,Senior Engineer,52671
241482,Staff,74808
241484,Senior Engineer,52984
241485,Engineer,40000
241492,Engineer,40000
241493,Engineer,48855
241496,Senior Engineer,50377
241501,Senior Staff,41337
241502,Assistant Engineer,43481
241509,Senior Engineer,40000
241514,Senior Engineer,41400
241515,Senior Engineer,43609
241518,Senior Engineer,40000
241519,Technique Leader,40000
241525,Senior Engineer,46200
241532,Engineer,40037
241535,Senior Engineer,58102
241537,Staff,69517
241546,Senior Engineer,40000
241548,Senior Engineer,41193
241553,Senior Staff,76559
241558,Senior Engineer,45885
241563,Engineer,41975
241564,Senior Engineer,45452
241570,Senior Staff,53907
241572,Senior Engineer,40000
241573,Senior Engineer,69952
241577,Senior Staff,66968
241580,Senior Engineer,40000
241585,Staff,79707
241589,Senior Staff,42143
241590,Senior Engineer,40000
241592,Senior Staff,80033
241595,Senior Staff,47382
241597,Senior Engineer,42189
241598,Senior Engineer,78892
241601,Senior Engineer,58216
241605,Senior Engineer,44992
241611,Senior Staff,40000
241617,Staff,40000
241622,Staff,68151
241623,Senior Staff,84031
241627,Senior Engineer,40000
241632,Senior Staff,40000
241636,Senior Engineer,40000
241637,Engineer,58429
241639,Engineer,61083
241649,Engineer,40000
241660,Senior Engineer,54917
241665,Senior Engineer,40838
241666,Senior Engineer,40000
241668,Engineer,40000
241670,Technique Leader,50080
241672,Senior Staff,60521
241677,Engineer,40000
241680,Engineer,40000
241687,Senior Engineer,60568
241689,Senior Engineer,48553
241690,Engineer,40000
241713,Senior Engineer,45216
241716,Senior Engineer,54970
241717,Engineer,40000
241720,Engineer,69675
241721,Technique Leader,40000
241722,Senior Staff,42767
241733,Staff,40000
241737,Senior Engineer,40000
241739,Senior Engineer,55287
241746,Technique Leader,56805
241750,Senior Engineer,40000
241762,Senior Engineer,55417
241766,Staff,72064
241769,Senior Staff,40000
241776,Senior Engineer,48721
241779,Senior Staff,92798
241783,Senior Engineer,50278
241784,Senior Staff,57408
241786,Senior Engineer,40000
241787,Staff,40813
241788,Technique Leader,60123
241790,Senior Engineer,42525
241793,Senior Staff,76786
241796,Technique Leader,59917
241811,Staff,75134
241812,Engineer,49164
241814,Staff,74778
241815,Engineer,40000
241828,Senior Staff,72600
241829,Senior Staff,83332
241837,Senior Staff,68928
241838,Senior Staff,40000
241842,Senior Staff,50975
241844,Senior Staff,67382
241849,Engineer,40000
241851,Senior Staff,49707
241854,Senior Staff,71214
241855,Senior Engineer,59676
241859,Senior Staff,47766
241864,Senior Engineer,40000
241866,Senior Staff,81425
241867,Senior Engineer,40000
241880,Senior Staff,66915
241881,Senior Engineer,57414
241883,Senior Engineer,77082
241887,Engineer,40000
241890,Senior Staff,40000
241892,Senior Staff,57054
241897,Senior Staff,72180
241899,Engineer,51070
241900,Senior Staff,46034
241903,Staff,43179
241925,Senior Staff,54808
241926,Senior Staff,97901
241928,Senior Engineer,69978
241940,Senior Staff,72100
241942,Technique Leader,72036
241944,Senior Engineer,50564
241949,Senior Engineer,52699
241950,Staff,67623
241953,Senior Engineer,49106
241955,Technique Leader,40000
241965,Senior Staff,93324
241969,Senior Staff,62389
241973,Senior Staff,40000
241978,Senior Engineer,46618
241980,Engineer,40000
241982,Senior Staff,61708
241984,Senior Engineer,61084
241985,Senior Engineer,40000
241990,Senior Engineer,40000
241994,Senior Engineer,51644
241996,Engineer,40411
242001,Senior Engineer,40000
242002,Senior Staff,67441
242005,Senior Staff,61347
242008,Senior Staff,61991
242011,Senior Engineer,53248
242013,Senior Staff,40000
242014,Senior Engineer,40000
242021,Engineer,40000
242028,Senior Staff,65523
242029,Senior Engineer,40000
242030,Senior Staff,54626
242037,Senior Staff,59243
242040,Senior Engineer,40000
242049,Senior Engineer,61830
242055,Senior Engineer,62097
242058,Senior Staff,55675
242068,Senior Staff,51071
242069,Senior Staff,40000
242071,Senior Staff,46377
242072,Senior Staff,41276
242077,Senior Staff,40000
242078,Senior Staff,57032
242079,Senior Staff,40000
242086,Staff,102195
242089,Senior Engineer,52251
242096,Senior Engineer,59621
242098,Senior Engineer,40000
242100,Engineer,59705
242114,Senior Staff,42583
242116,Senior Engineer,40000
242121,Senior Staff,40000
242122,Senior Engineer,61776
242123,Senior Staff,40000
242130,Senior Staff,84731
242132,Senior Staff,70950
242137,Senior Staff,62966
242144,Senior Engineer,56226
242151,Senior Engineer,60532
242152,Senior Staff,40000
242154,Senior Staff,78346
242162,Senior Staff,61455
242173,Senior Staff,49750
242182,Senior Staff,60458
242193,Engineer,40000
242197,Senior Engineer,49649
242198,Senior Staff,68153
242199,Technique Leader,55318
242200,Senior Staff,63276
242212,Senior Engineer,74213
242214,Senior Engineer,40000
242224,Engineer,40000
242227,Senior Staff,55061
242231,Senior Engineer,40000
242242,Staff,80144
242247,Engineer,40000
242248,Senior Staff,73397
242250,Senior Engineer,62230
242252,Engineer,40000
242256,Staff,40000
242262,Senior Engineer,40000
242275,Engineer,40000
242280,Senior Staff,40000
242282,Senior Staff,79521
242288,Senior Engineer,40000
242289,Senior Engineer,40000
242291,Senior Engineer,40000
242296,Staff,46608
242305,Senior Staff,43538
242307,Senior Staff,69215
242317,Senior Engineer,50566
242321,Senior Engineer,40000
242324,Senior Staff,60975
242327,Senior Staff,40000
242333,Senior Engineer,58386
242334,Senior Staff,68245
242335,Technique Leader,40000
242339,Senior Staff,40000
242342,Technique Leader,40000
242344,Senior Staff,63385
242345,Engineer,59072
242347,Senior Staff,68828
242348,Senior Engineer,40000
242367,Senior Staff,56578
242373,Senior Staff,65965
242381,Engineer,62344
242391,Senior Staff,53203
242392,Staff,42612
242395,Senior Engineer,40000
242396,Senior Engineer,56836
242397,Senior Engineer,46701
242398,Senior Engineer,83565
242400,Senior Engineer,40000
242403,Senior Engineer,41238
242404,Senior Engineer,51891
242407,Engineer,40000
242409,Senior Staff,69979
242414,Senior Engineer,40000
